1;1;06:00
2;1;06:30
3;1;07:00
4;1;07:30
6;1;08:30
7;1;09:00
8;1;09:30
9;1;10:00
38;2;06:00
39;2;06:30
40;2;07:00
41;2;07:30
42;2;08:00
43;2;08:30
44;2;09:00
45;2;09:30
46;2;10:00
75;3;06:00
76;3;06:30
77;3;07:00
78;3;07:30
80;3;08:30
81;3;09:00
82;3;09:30
83;3;10:00
112;4;06:00
113;4;06:30
114;4;07:00
115;4;07:30
116;4;08:00
117;4;08:30
118;4;09:00
119;4;09:30
120;4;10:00
